상위 본부명,기관명,주소,y좌표,x좌표,전화번호,유형,등록일,수량
광주소방안전본부,북부소방서_광주-동림-119 안전센터,광주광역시 북구 북문대로 202(동림동),35.1864747,126.8702777,062-606-4783,119안전센터,2018-03-17,1
광주소방안전본부,북부소방서_광주-두암-119 안전센터,광주광역시 북구 삼정로 5(두암동),35.1623846,126.9368036,062-606-4763,119안전센터,2018-03-17,1
광주소방안전본부,북부소방서_광주-일곡-119 안전센터,광주광역시 북구 설죽로 529(일곡동),35.2063476,126.8972942,062-606-4743,119안전센터,2018-03-17,1
대전소방본부,대전-가양-119 안전센터,대전광역시 동구 합내로 50,36.3474872,127.4405715,042-609-6161,119안전센터,2018-03-17,2
대전소방본부,대전-용운-119 안전센터,대전광역시 동구 용운로 151번길 88,36.3312594,127.4618264,042-609-6151,119안전센터,2018-03-17,1
대전소방본부,대전-산내-119 안전센터,대전광역시 동구 산내로 1328,36.2819026,127.467491,042-609-6141,119안전센터,2018-03-17,1
대전소방본부,대전-부사-119 안전센터,대전광역시 동구 대전천동로 508,36.32699,127.4329189,042-609-6131,119안전센터,2018-03-17,1
대전소방본부,대전-원동-119 안전센터,대전광역시 중구 대종로 373,36.3169676,127.4291671,042-609-6121,119안전센터,2018-03-17,2
대전소방본부,대전-삼성-119 안전센터,대전광역시 동구 태전로 134,36.3402664,127.4218609,042-609-6111,119안전센터,2018-03-17,1
대전소방본부,대전-원내-119 안전센터,대전광역시 유성구 계백로 801번길 17,36.2918896,127.3188729,042-609-6951,119안전센터,2018-03-17,1
대전소방본부,대전-가수원-119 안전센터,대전광역시 서구 용소로 46,36.3090937,127.3526732,042-609-6941,119안전센터,2018-03-17,1
대전소방본부,대전-산성-119 안전센터,대전광역시 중구 산성로 59,36.3077317,127.394996,042-609-6931,119안전센터,2018-03-17,1
대전소방본부,대전-문화-119 안전센터,대전광역시 중구 계룡로 918번길 67,36.3193046,127.4112705,042-609-6921,119안전센터,2018-03-17,1
대전소방본부,대전-복수-119 안전센터,대전광역시 서구 복수서로 67,36.3093101,127.3723393,042-609-6911,119안전센터,2018-03-17,2
대전소방본부,대전-노은-119 안전센터,대전광역시 유성구 노은로 101,36.3686828,127.3174158,042-609-6751,119안전센터,2018-03-17,1
대전소방본부,대전-궁동-119 안전센터,대전광역시 유성구 궁동로 35,36.3636563,127.3486532,042-609-6741,119안전센터,2018-03-17,1
대전소방본부,대전-구암-119 안전센터,대전광역시 유성구 월드컵대로 263,36.3489264,127.3292431,042-609-6731,119안전센터,2018-03-17,2
대전소방본부,대전-전민-119 안전센터,대전광역시 유성구 엑스포로 486-11,36.3992962,127.4059522,042-609-6721,119안전센터,2018-03-17,2
대전소방본부,대전-도룡-119 안전센터,대전광역시 유성구 대덕대로 516,36.378896,127.3789854,042-609-6711,119안전센터,2018-03-17,1
광주소방안전본부,북부소방서_광주-우산-119 안전센터,광주광역시 북구 동문대로 127(우산동),35.1744758,126.9258817,062-606-4723,119안전센터,2018-03-17,2
광주소방안전본부,북부소방서_광주-임동-119 안전센터,광주광역시 북구 서림로 5(임동),35.1688767,126.8907157,062-606-4703,119안전센터,2018-03-17,1
광주소방안전본부,북부소방서_광주-문흥-119 안전센터,광주광역시 북구 서하로 290(오치동),35.1867196,126.9120927,062-606-4353,119안전센터,2018-03-17,2
광주소방안전본부,남부소방서_광주-봉선-119 안전센터,광주광역시 남구 오방로 63(방림동),35.1309858,126.9189711,062-606-4623,119안전센터,2018-03-17,1
광주소방안전본부,남부소방서_광주-월산-119 안전센터,광주광역시 남구 수박등로 1(월산동),35.1406062,126.8946811,062-606-4603,119안전센터,2018-03-17,1
광주소방안전본부,남부소방서_광주-송하-119 안전센터,광주광역시 남구 송암로58번길 13(송하동),35.1104487,126.878475,062-606-4303,119안전센터,2018-03-17,2
광주소방안전본부,서부소방서_광주-풍암-119 안전센터,광주광역시 서구 회재로 907(금호동),35.1237123,126.8626629,062-606-4564,119안전센터,2018-03-17,1
광주소방안전본부,서부소방서_광주-상무-119 안전센터,광주광역시 서구 치평로 65(치평동),35.153268,126.847138,062-606-4543,119안전센터,2018-03-17,1
광주소방안전본부,서부소방서_광주-금호-119 안전센터,광주광역시 서구 운천로 112(쌍촌동),35.1427037,126.8582847,062-606-4525,119안전센터,2018-03-17,1
광주소방안전본부,서부소방서_광주-염주-119 안전센터,광주광역시 서구 염화로 77(화정동),35.14149,126.873788,062-606-4507,119안전센터,2018-03-17,1
광주소방안전본부,서부소방서_광주-화정-119 안전센터,광주광역시 서구 화운로 197(화정동),35.1563719,126.8765703,062-606-4255,119안전센터,2018-03-17,2
광주소방안전본부,동부소방서_광주-용산-119 안전센터,광주광역시 동구 남문로 692(학동),35.1323962,126.9288639,062-606-4403,119안전센터,2018-03-17,1
광주소방안전본부,동부소방서_광주-지산-119 안전센터,광주광역시 동구 밤실로30번길 16(지산동),35.1499634,126.9385315,062-606-4423,119안전센터,2018-03-17,1
광주소방안전본부,동부소방서_광주-대인-119 안전센터,광주광역시 동구 제봉로 210(대인동),35.1545794,126.9147654,062-606-4203,119안전센터,2018-03-17,2
인천소방본부,송도소방서-신송(구.송도)-119 안전센터,인천광역시 연수구 해돋이로 92(송도동),37.390899,126.6518209,032-810-6683,119안전센터,2018-03-17,1
인천소방본부,송도소방서-미래-119 안전센터,인천광역시 연수구 첨단대로 60번길 15(송도동),37.3672328,126.6515905,032-810-6660,119안전센터,2018-03-17,1
인천소방본부,영종소방서-용유-119 안전센터,인천광역시 중구 용유서로128번길 1(운서동),37.4485671,126.3938932,032-727-6183,119안전센터,2018-03-17,2
인천소방본부,영종소방서-운서-119 안전센터,인천광역시 중구 흰바위로27번길 16(운서동),37.4937369,126.4884485,032-727-6182,119안전센터,2018-03-17,1
인천소방본부,영종소방서-운남-119 안전센터,인천광역시 중구 운남로 116(운남동),37.4880213,126.5332815,032-727-6181,119안전센터,2018-03-17,1
인천소방본부,영종소방서-공항-119 안전센터,인천광역시 중구 공항서로512번길 464(운서동),37.4858663,126.4145851,032-727-6180,119안전센터,2018-03-17,3
인천소방본부,강화소방서-내가-119 안전센터,인천광역시 강화군 내가면 강화서로 235-1,37.7175081,126.3901664,032-930-5823,119안전센터,2018-03-17,4
인천소방본부,강화소방서-길상-119 안전센터,인천광역시 강화군 길상면 마니산로 93,37.6383104,126.4826246,032-930-5822,119안전센터,2018-03-17,2
인천소방본부,강화소방서-강화-119 안전센터,인천광역시 강화군 강화읍 남문로23번길 11,37.7396808,126.4874741,032-930-5894,119안전센터,2018-03-17,1
인천소방본부,남부소방서_인천-숭의-119 안전센터,인천광역시 남구 석정로 51 (숭의동),37.4661051,126.643178,032-888-9119,119안전센터,2018-03-17,1
인천소방본부,남부소방서_인천-관교-119 안전센터,인천광역시 남구 인하로 450 (관교동),37.4443181,126.6965968,032-435-0119,119안전센터,2018-03-17,1
인천소방본부,남부소방서_인천-용현-119 안전센터,인천광역시 남구 독배로 376 (용현동),37.4533982,126.6485843,032-887-0119,119안전센터,2018-03-17,1
인천소방본부,남부소방서_인천-도화-119 안전센터,인천광역시 남구 장고개로 85 (도화동),37.4754504,126.6693166,032-864-9119,119안전센터,2018-03-17,1
인천소방본부,남부소방서_인천-주안-119 안전센터,인천광역시 남구 한나루로 607 인천종합건설본부 (도화동),37.460563,126.672309,032-862-1119,119안전센터,2018-03-17,2
인천소방본부,남부소방서_인천-신기-119 안전센터,인천광역시 남구 인하로 190 (주안동),37.4484875,126.6691548,032-870-3290,119안전센터,2018-03-17,2
인천소방본부,계양소방서-효성-119 안전센터,인천광역시 계양구 효서로 96-1(효성동),37.5275711,126.7064678,032-650-5624,119안전센터,2018-03-17,1
인천소방본부,계양소방서-장기-119 안전센터,인천광역시 계양구 장기서로 14(장기동),37.5763229,126.7336744,032-650-5623,119안전센터,2018-03-17,1
인천소방본부,계양소방서-작전-119 안전센터,인천광역시 계양구 장제로 774(계산동),37.5370098,126.734921,032-650-5621,119안전센터,2018-03-17,2
인천소방본부,공단소방서-논현-119 안전센터,인천광역시 남동구 소래역로 109(논현동),37.4053393,126.7296881,032-723-5525,119안전센터,2018-03-17,1
인천소방본부,공단소방서-동춘-119 안전센터,인천광역시 연수구 앵고개로 241(동춘동),37.4091614,126.6712998,032-723-5524,119안전센터,2018-03-17,1
인천소방본부,공단소방서-도림-119 안전센터,인천광역시 남동구 비류대로 667(도림동),37.4226844,126.7091178,032-723-5523,119안전센터,2018-03-17,1
경기재난본부,부천소방서-원종-119 안전센터,경기도 부천시 원종로79번길 41 (원종동),37.5259918,126.8084534,032-650-4554,119안전센터,2018-03-17,1
경기재난본부,부천소방서-괴안-119 안전센터,경기도 부천시 부광로8번길 49 (괴안동),37.482732,126.8104426,032-650-4544,119안전센터,2018-03-17,1
경기재난본부,부천소방서-중동-119 안전센터,경기도 부천시 부일로 346 (중동),37.48777,126.7685797,032-650-4534,119안전센터,2018-03-17,1
경기재난본부,부천소방서-오정-119 안전센터,경기도 부천시 신흥로 364 (내동),37.5161263,126.77572,032-650-4524,119안전센터,2018-03-17,1
경기재난본부,부천소방서-중앙-119 안전센터,경기도 부천시 신흥로 115 (중동),37.4933057,126.7779585,032-650-4504,119안전센터,2018-03-17,2
경기재난본부,분당소방서-구미-119 안전센터,경기도 성남시 분당구 돌마로 138 (구미동),37.3519016,127.1165198,031-8018-3551,119안전센터,2018-03-17,1
경기재난본부,분당소방서-야탑-119 안전센터,경기도 성남시 분당구 양현로 485 (야탑4동),37.4164352,127.1359764,031-8018-3531,119안전센터,2018-03-17,1
경기재난본부,분당소방서-수내-119 안전센터,경기도 성남시 분당구 백현로 241 (수내동),37.3673561,127.1225858,031-8018-3521,119안전센터,2018-03-17,2
경기재난본부,분당소방서-판교-119 안전센터,경기도 성남시 분당구 대왕판교로644번길 62 (삼평동),37.3995571,127.1137255,031-8018-3511,119안전센터,2018-03-17,1
경기재난본부,분당소방서-서현-119 안전센터,경기도 성남시 분당구 양현로 14 (서현동),37.3860453,127.1194828,031-8018-3501,119안전센터,2018-03-17,2
경기재난본부,성남소방서-위례-119 안전센터,경기도 성남시 수정구 헌릉로 1003 (창곡동),37.4620155,127.1435977,031-759-5119,119안전센터,2018-03-17,1
경기재난본부,성남소방서-단대-119 안전센터,경기도 성남시 수정구 논골로 11번길 7-2 (단대동),37.4549462,127.1595633,031-720-0521,119안전센터,2018-03-17,1
경기재난본부,성남소방서-상대원-119 안전센터,경기도 성남시 중원구 둔촌대로 457번길 8 (상대원동),37.4324179,127.168675,031-745-0003,119안전센터,2018-03-17,1
경기재난본부,성남소방서-태평-119 안전센터,경기 성남시 수정구 성남대로 1312,37.446963,127.126914,031-720-0554,119안전센터,2026-01-29,1
경기재난본부,성남소방서-신흥-119 안전센터,경기도 성남시 수정구 시민로 151 (신흥동),37.4415552,127.1432624,031-757-0119,119안전센터,2018-03-17,2
경기재난본부,성남소방서-하대원-119 안전센터,경기도 성남시 중원구 마지로 64 (하대원동),37.427927,127.136948,031-720-0501,119안전센터,2026-01-29,2
경기재난본부,성남소방서-고등-119 안전센터,경기도 성남시 수정구 대왕판교로 931(고등동),37.423394,127.105155,031-720-0565,119안전센터,2026-01-29,1
경기재난본부,수원소방서-영통-119 안전센터,수원시 영통구 매영로 325 (영통동),37.2532483,127.0688099,031-8012-9141,119안전센터,2018-03-17,1
경기재난본부,수원소방서-고색-119 안전센터,수원시 권선구 서부로 1614 (고색동),37.2532333,126.9753875,031-8012-9591,119안전센터,2018-03-17,1
경기재난본부,수원소방서-이의-119 안전센터,수원시 영통구 창룡대로 313 (이의동),37.2969183,127.0435404,031-8012-9581,119안전센터,2018-03-17,1
경기재난본부,수원소방서-파장-119 안전센터,수원시 장안구 서부로 2308 (이목동),37.312436,126.9791456,031-8012-9571,119안전센터,2018-03-17,1
경기재난본부,수원소방서-서둔-119 안전센터,수원시 권선구 서호동로 48 (서둔동),37.2689531,126.9933507,031-8012-9561,119안전센터,2018-03-17,1
경기재난본부,수원소방서-지만-119 안전센터,수원시 팔달구 경수대로 660 (우만동),37.2843185,127.0286534,031-8012-9551,119안전센터,2018-03-17,2
경기재난본부,수원소방서-원천-119 안전센터,수원시 영통구 중부대로 349 (원천동),37.2731488,127.0541827,031-8012-9531,119안전센터,2018-03-17,2
경기재난본부,수원소방서-매산-119 안전센터,수원시 팔달구 매산로  89 (매산로 3가),37.2704669,127.0106534,031-8012-9521,119안전센터,2018-03-17,2
경기재난본부,수원소방서-남부-119 안전센터,수원시 권선구 동수원로 286 (권선동),37.2547354,127.0363424,031-8012-9511,119안전센터,2018-03-17,3
경기재난본부,수원소방서-정자-119 안전센터,수원시 장안구 정자천로 189번길 12 (정자동),37.2971847,126.9959707,031-8012-9501,119안전센터,2018-03-17,2
세종소방본부,세종소방서-어진-119 안전센터,세종특별자치시 어진동 610,36.5041461,127.2717542,044-300-8604,119안전센터,2018-03-17,2
세종소방본부,조치원소방서-연서-119 안전센터,세종특별자치시 연서면 도신고복로 306,36.5895597,127.2023079,044-300-8641,119안전센터,2018-03-17,1
세종소방본부,조치원소방서-부강-119 안전센터,세종특별자치시 부강면 청연로 7,36.528295,127.3721491,044-300-8541,119안전센터,2018-03-17,1
세종소방본부,조치원소방서-전의-119 안전센터,세종특별자치시 전의면 서정길 46-6,36.6864602,127.1923338,044-300-8521,119안전센터,2018-03-17,1
세종소방본부,조치원소방서-조치원-119 안전센터,세종특별자치시 조치원읍 세종로 2439,36.6047949,127.2888963,044-300-8501,119안전센터,2018-03-17,2
울산소방본부,온산소방서_울산-화산-119 안전센터,울산광역시 울주군 온산읍 공단로 417,35.4391354,129.3352008,052-241-2840,119안전센터,2018-03-17,1
울산소방본부,온산소방서_울산-웅촌-119 안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,35.4634654,129.2064444,052-241-2910,119안전센터,2018-03-17,1
울산소방본부,온산소방서_울산-온양-119 안전센터,울산광역시 울주군 온양읍 온양로 74,35.4108905,129.2796736,052-241-2890,119안전센터,2018-03-17,2
울산소방본부,온산소방서_울산-온산-119 안전센터,울산광역시 울주군 온산읍 덕신로 232,35.4332554,129.3066022,052-241-2860,119안전센터,2018-03-17,2
울산소방본부,동부소방서_울산-전하-119 안전센터,울산광역시 동구 진성 4가길 8,35.5093597,129.4290742,052-241-2760,119안전센터,2018-03-17,1
울산소방본부,동부소방서_울산-염포-119 안전센터,울산광역시 북구 염포로 769,35.5265178,129.3989237,052-241-2780,119안전센터,2018-03-17,1
울산소방본부,동부소방서_울산-동부(울산)_화정-119 안전센터,울산광역시 동구 방어진순환도로 601,35.4955164,129.4270302,052-241-2740,119안전센터,2018-03-17,1
울산소방본부,동부소방서_울산-화암-119 안전센터,울산광역시 동구 꽃바위2가길 9,35.4823307,129.4125804,052-241-2720,119안전센터,2018-03-17,1
울산소방본부,남부소방서_울산-옥동-119 안전센터,울산광역시 남구 대공원입구로21번길 20,35.5343605,129.2921748,052-241-2690,119안전센터,2018-03-17,1
울산소방본부,남부소방서_울산-남부(울산)_공단-119 안전센터,울산광역시 남구 상개로 190,35.5013543,129.3187548,052-241-2670,119안전센터,2018-03-17,1
울산소방본부,남부소방서_울산-무거-119 안전센터,울산광역시 남구 문수로 89,35.5389417,129.2636742,052-241-2650,119안전센터,2018-03-17,1
울산소방본부,남부소방서_울산-남부(울산)_신정-119 안전센터,울산광역시 남구 신정로 87번길 2,35.5393885,129.3195843,052-241-2630,119안전센터,2018-03-17,2
울산소방본부,남부소방서_울산-여천-119 안전센터,울산광역시 남구 여천로 81-33,35.5253,129.34134,052-241-2610,119안전센터,2018-03-17,1
울산소방본부,남부소방서_울산-남부(울산)_삼산-119 안전센터,울산광역시 남구 삼산중로 149,35.5471664,129.3354638,052-241-2580,119안전센터,2018-03-17,2
울산소방본부,중부소방서_울산-매곡-119 안전센터,울산광역시 북구 오토밸리로 1024,35.6487356,129.359542,052-241-2970,119안전센터,2018-03-17,1
울산소방본부,중부소방서_울산-범서-119 안전센터,울산광역시 울주군 구영앞길 99,35.5697853,129.2362419,052-241-2500,119안전센터,2018-03-17,1
울산소방본부,중부소방서_울산-태화-119 안전센터,울산광역시 중구 태화로 111,35.5533931,129.2879666,052-241-2530,119안전센터,2018-03-17,1
울산소방본부,중부소방서_울산-언양-119 안전센터,울산광역시 울주군 남천둑길 99,35.55875,129.135675,052-241-2460,119안전센터,2018-03-17,3
울산소방본부,중부소방서_울산-농소-119 안전센터,울산광역시 북구 아진로 72,35.6299469,129.3407509,052-241-2480,119안전센터,2018-03-17,1
울산소방본부,중부소방서_울산-병영-119 안전센터,울산광역시 중구 구교로 226,35.5645973,129.3424762,052-241-2440,119안전센터,2018-03-17,2
울산소방본부,중부소방서_울산-성남-119 안전센터,울산광역시 중구 만남의거리 14,35.554175,129.32015,052-241-2420,119안전센터,2018-03-17,1
울산소방본부,중부소방서_울산-유곡-119 안전센터,울산광역시 중구 종가로 205,35.5629508,129.2993104,052-241-2400,119안전센터,2018-03-17,1
경기재난본부,김포소방서-통진-119 안전센터,경기도 김포시 통진읍 김포대로 2250 (마송리),37.6906536,126.5963071,031-980-4521,119안전센터,2018-03-17,2
경기재난본부,김포소방서-양촌-119 안전센터,경기도 김포시 양촌읍 양곡1로 85 (양곡리),37.6580876,126.6223443,031-980-4511,119안전센터,2018-03-17,1
경기재난본부,김포소방서-중앙-119 안전센터,경기도 김포시 감암로 111 (걸포동),37.6415816,126.7085344,031-980-4501,119안전센터,2018-03-17,1
경기재난본부,이천소방서-장호원-119 안전센터,경기도 이천시 장호원읍 서동대로 8829번길 71 (장호원리),37.1170743,127.6146724,031-645-5521,119안전센터,2018-03-17,2
경기재난본부,이천소방서-대월-119 안전센터,경기도 이천시 경충대로 1973 (사동리),37.2436016,127.4974053,031-645-5511,119안전센터,2018-03-17,2
대전소방본부,대전-월평-119 안전센터,대전광역시 서구 청사로 27,36.3600048,127.3668674,042-609-6341,119안전센터,2018-03-17,1
대전소방본부,대전-송촌-119 안전센터,대전광역시 대덕구 동춘당로 65,36.3634599,127.441969,042-609-6551,119안전센터,2018-03-17,1
대전소방본부,대전-문평-119 안전센터,대전광역시 대덕구 문평동로 18번길 34,36.4469491,127.4047254,042-609-6541,119안전센터,2018-03-17,1
대전소방본부,대전-덕암-119 안전센터,대전광역시 대덕구 신탄진로 681번길 10,36.4391257,127.4260783,042-609-6531,119안전센터,2018-03-17,1
대전소방본부,대전-대화-119 안전센터,대전광역시 대덕구 대화로 81,36.3669187,127.4108438,042-609-6521,119안전센터,2018-03-17,1
대전소방본부,대전-법동-119 안전센터,대전광역시 대덕구 계족로 682,36.3723802,127.4290118,042-609-6511,119안전센터,2018-03-17,2
대전소방본부,대전-샘머리-119 안전센터,대전광역시 서구 둔산로 101번길 26,36.3525366,127.3855745,042-609-6351,119안전센터,2026-01-30,1
대전소방본부,대전-탄방-119 안전센터,대전광역시 서구 문정로 142,36.3468088,127.3952512,042-609-6331,119안전센터,2018-03-17,1
대전소방본부,대전-태평-119 안전센터,대전광역시 중구 태평로 91,36.3249014,127.3942065,042-609-6321,119안전센터,2018-03-17,1
대전소방본부,대전-갈마-119 안전센터,대전광역시 서구 갈마중로 15,36.3478898,127.3711216,042-609-6311,119안전센터,2018-03-17,2
경기재난본부,이천소방서-관고-119 안전센터,경기도 이천시 경충대로 2739 (관고동),37.2820952,127.4315605,031-645-5501,119안전센터,2018-03-17,2
경기재난본부,화성소방서-목동-119 안전센터,경기도 화성시 동탄2지구 공공8블럭,37.213333,127.0848338,031-231-0993,119안전센터,2018-03-17,1
경기재난본부,화성소방서-장안-119 안전센터,경기도 화성시 장안면 3.1만세로 119 (어은리),37.0863391,126.8261347,031-351-2119,119안전센터,2018-03-17,1
경기재난본부,화성소방서-봉담-119 안전센터,경기도 화성시 봉담읍 샘마을1길 9 (상리),37.2203519,126.950188,031-8012-6560,119안전센터,2018-03-17,1
경기재난본부,화성소방서-남양-119 안전센터,경기도 화성시 남양시장로 48 (남양동),37.208714,126.8147719,031-8012-6552,119안전센터,2018-03-17,3
경기재난본부,화성소방서-태안-119 안전센터,경기도 화성시 병점중앙로 148 (진안동),37.2111911,127.0389766,031-8012-6542,119안전센터,2018-03-17,1
경기재난본부,화성소방서-반송-119 안전센터,경기도 화성시 동탄반석로 188 (반송동),37.2054557,127.0720881,031-8012-6532,119안전센터,2026-01-30,2
경기재난본부,화성소방서-정남-119 안전센터,경기도 화성시 정남면 정남동로 514 (고지리),37.1649949,127.0022929,031-8012-6522,119안전센터,2018-03-17,1
경기재난본부,화성소방서-향남-119 안전센터,경기도 화성시 향남읍 향남로 399 (행정리),37.1305973,126.9204924,031-8012-6502,119안전센터,2018-03-17,2
경기재난본부,군포소방서-산본-119 안전센터,경기도 군포시 산본로 432번길 1 (산본동),37.3682918,126.9272548,031-479-8512,119안전센터,2018-03-17,1
경기재난본부,군포소방서-오금-119 안전센터,경기도 군포시 고산로 429 (산본동),37.3525963,126.9271193,031-479-8505,119안전센터,2018-03-17,3
경기재난본부,시흥소방서-연성-119 안전센터,경기도 시흥시 새재로 29 (장현동),37.3819021,126.8028531,031-310-0531,119안전센터,2018-03-17,1
경기재난본부,시흥소방서-정왕-119 안전센터,경기도 시흥시 공단1대로 259번길 1 (정왕동),37.3355785,126.7297018,031-310-0521,119안전센터,2018-03-17,1
경기재난본부,시흥소방서-시흥-119 안전센터,경기도 시흥시 정왕신길로 206 (정왕동),37.3494737,126.73965,031-310-0501,119안전센터,2018-03-17,2
경기재난본부,광명소방서-광남-119 안전센터,경기도 광명시 목감로 34 (광명동),37.4715137,126.8457247,031-2610-3530,119안전센터,2018-03-17,1
경기재난본부,광명소방서-하안-119 안전센터,경기도 광명시 범안로 1025 (하안동),37.4614949,126.8770834,031-2610-3520,119안전센터,2018-03-17,1
경기재난본부,광명소방서-광명-119 안전센터,경기도 광명시 사성로 12 (광명동),37.4854303,126.8585601,031-2610-3510,119안전센터,2018-03-17,1
경기재난본부,광명소방서-소하-119 안전센터,경기도 광명시 금하로 472 (소하동),37.4486381,126.8851744,031-2610-3500,119안전센터,2018-03-17,2
경기재난본부,송탄소방서-청북-119 안전센터,경기도 평택시 청북면 현곡산단로 16,37.0336665,126.9391311,031-685-8550,119안전센터,2018-03-17,1
경기재난본부,송탄소방서-고덕-119 안전센터,경기도 평택시 고덕면 고덕로 335,37.0459414,127.0212283,031-695-8540,119안전센터,2018-03-17,1
경기재난본부,송탄소방서-서탄-119 안전센터,경기도 평택시 서탄면 서탄로 241,37.1058612,127.0371075,031-685-8530,119안전센터,2018-03-17,1
경기재난본부,송탄소방서-모곡-119 안전센터,경기도 평택시 산단로64번길 2 (모곡동),37.0369315,127.0769202,031-685-8520,119안전센터,2018-03-17,1
경기재난본부,송탄소방서-진위-119 안전센터,경기도 평택시 진위면 봉남길 30,37.1008606,127.0873614,031-685-8510,119안전센터,2018-03-17,1
경기재난본부,송탄소방서-신장-119 안전센터,경기도 평택시 경기대로 1627 (신장동),37.089811,127.0621453,031-685-8500,119안전센터,2018-03-17,2
